id;data_pagamento;valor;plano_id;qtde_meses_pagos
1153;04/06/2018;R$ 185,00;2;1
1153;04/09/2016;R$ 185,00;2;1
1153;03/10/2016;R$ 185,00;2;1
1153;03/07/2018;R$ 185,00;2;1
1153;05/01/2017;R$ 185,00;2;1
1154;18/07/2019;R$ 1500,00;3;6
1154;17/10/2018;R$ 250,00;3;1
1154;18/09/2018;R$ 250,00;3;1
1154;17/09/2017;R$ 250,00;3;1
1154;16/03/2017;R$ 1500,00;3;6
1154;17/11/2017;R$ 750,00;3;3
1154;15/07/2018;R$ 250,00;3;1
1154;15/10/2016;R$ 250,00;3;1
1154;16/04/2018;R$ 250,00;3;1
1154;14/03/2018;R$ 250,00;3;1
1154;15/11/2016;R$ 250,00;3;1
1154;16/11/2018;R$ 250,00;3;1
1154;15/05/2018;R$ 250,00;3;1
1154;14/01/2019;R$ 250,00;3;1
1154;16/01/2017;R$ 250,00;3;1
1154;16/06/2019;R$ 250,00;3;1
1154;14/08/2018;R$ 250,00;3;1
1154;16/04/2019;R$ 250,00;3;1
1154;14/10/2017;R$ 250,00;3;1
1154;15/12/2018;R$ 250,00;3;1
1154;15/06/2018;R$ 250,00;3;1
1154;14/02/2017;R$ 250,00;3;1
1154;16/02/2018;R$ 250,00;3;1
1154;16/12/2016;R$ 250,00;3;1
1154;14/09/2016;R$ 250,00;3;1
1155;27/10/2018;R$ 2394,00;4;6
1155;27/04/2019;R$ 2394,00;4;6
1155;27/06/2018;R$ 399,00;4;1
1155;27/06/2017;R$ 1197,00;4;3
1155;27/12/2017;R$ 399,00;4;1
1155;27/01/2017;R$ 1197,00;4;3
1155;27/03/2018;R$ 1197,00;4;3
1155;27/08/2018;R$ 399,00;4;1
1155;27/05/2017;R$ 399,00;4;1
1155;10/09/2016;R$ 399,00;4;1
1155;10/10/2017;R$ 399,00;4;1
1155;11/11/2016;R$ 399,00;4;1
1155;09/09/2018;R$ 399,00;4;1
1155;09/02/2018;R$ 399,00;4;1
1155;11/10/2016;R$ 399,00;4;1
1155;09/11/2017;R$ 399,00;4;1
1155;09/01/2018;R$ 399,00;4;1
1155;09/12/2016;R$ 399,00;4;1
1155;10/04/2017;R$ 399,00;4;1
1155;11/09/2017;R$ 399,00;4;1
1156;27/12/2017;R$ 600,00;1;6
1156;27/10/2018;R$ 100,00;1;1
1156;27/12/2018;R$ 300,00;1;3
1156;27/04/2017;R$ 100,00;1;1
1156;27/05/2017;R$ 600,00;1;6
1156;27/07/2019;R$ 100,00;1;1
1156;27/12/2016;R$ 300,00;1;3
1156;27/07/2018;R$ 300,00;1;3
1156;27/04/2019;R$ 100,00;1;1
1156;27/11/2018;R$ 100,00;1;1
1156;27/10/2016;R$ 100,00;1;1
1156;27/03/2019;R$ 100,00;1;1
1156;27/11/2017;R$ 100,00;1;1
1156;27/09/2016;R$ 100,00;1;1
1156;27/06/2018;R$ 100,00;1;1
1156;27/05/2019;R$ 100,00;1;1
1156;27/03/2017;R$ 100,00;1;1
1156;27/06/2019;R$ 100,00;1;1
1157;18/02/2018;R$ 1500,00;3;6
1157;19/03/2017;R$ 750,00;3;3
1157;20/06/2019;R$ 250,00;3;1
1157;19/07/2019;R$ 1500,00;3;6
1157;19/11/2018;R$ 250,00;3;1
1157;19/02/2019;R$ 750,00;3;3
1157;18/08/2017;R$ 750,00;3;3
1157;20/11/2016;R$ 750,00;3;3
1157;20/07/2017;R$ 250,00;3;1
1157;19/11/2017;R$ 250,00;3;1
1157;19/02/2017;R$ 250,00;3;1
1157;20/10/2018;R$ 250,00;3;1
1157;21/09/2018;R$ 250,00;3;1
1157;21/10/2016;R$ 250,00;3;1
1157;21/12/2018;R$ 250,00;3;1
1157;21/09/2016;R$ 250,00;3;1
1157;22/12/2017;R$ 250,00;3;1
1157;20/05/2019;R$ 250,00;3;1
1158;05/04/2017;R$ 185,00;2;1
1158;05/01/2019;R$ 1110,00;2;6
1158;06/11/2016;R$ 555,00;2;3
1158;07/02/2018;R$ 1110,00;2;6
1158;06/07/2017;R$ 185,00;2;1
1158;07/11/2017;R$ 185,00;2;1
1158;06/11/2018;R$ 185,00;2;1
1158;07/07/2019;R$ 185,00;2;1
1158;07/05/2017;R$ 185,00;2;1
1158;07/01/2018;R$ 185,00;2;1
1158;05/08/2018;R$ 555,00;2;3
1158;05/08/2017;R$ 185,00;2;1
1158;06/12/2017;R$ 185,00;2;1
1158;07/03/2017;R$ 185,00;2;1
1158;07/10/2017;R$ 185,00;2;1
1158;07/09/2017;R$ 185,00;2;1
1158;06/10/2016;R$ 185,00;2;1
1158;07/02/2017;R$ 185,00;2;1
1158;07/09/2016;R$ 185,00;2;1
1159;05/03/2019;R$ 555,00;2;3
1159;04/11/2018;R$ 555,00;2;3
1159;18/07/2017;R$ 1110,00;2;6
1159;17/06/2019;R$ 555,00;2;3
1159;19/01/2018;R$ 1110,00;2;6
1159;17/08/2018;R$ 555,00;2;3
1159;18/03/2017;R$ 555,00;2;3
1159;17/02/2019;R$ 185,00;2;1
1159;17/02/2017;R$ 185,00;2;1
1159;17/01/2017;R$ 185,00;2;1
1159;16/09/2016;R$ 185,00;2;1
1159;15/10/2016;R$ 185,00;2;1
1159;16/11/2016;R$ 185,00;2;1
1159;16/07/2018;R$ 185,00;2;1
1159;16/12/2016;R$ 185,00;2;1
1160;16/10/2017;R$ 1110,00;2;6
1160;15/10/2016;R$ 185,00;2;1
1160;16/09/2017;R$ 185,00;2;1
1160;14/12/2016;R$ 185,00;2;1
1160;15/12/2018;R$ 185,00;2;1
1160;15/02/2017;R$ 555,00;2;3
1160;15/07/2018;R$ 185,00;2;1
1160;15/06/2019;R$ 555,00;2;3
1160;16/09/2018;R$ 185,00;2;1
1160;16/05/2018;R$ 185,00;2;1
1160;15/09/2016;R$ 185,00;2;1
1160;14/08/2018;R$ 185,00;2;1
1160;15/06/2017;R$ 185,00;2;1
1160;14/06/2018;R$ 185,00;2;1
1160;15/03/2019;R$ 555,00;2;3
1160;14/02/2019;R$ 185,00;2;1
1160;15/11/2016;R$ 185,00;2;1
1160;16/04/2018;R$ 185,00;2;1
1160;14/08/2017;R$ 185,00;2;1
1160;15/01/2017;R$ 185,00;2;1
1160;14/07/2017;R$ 185,00;2;1
1160;15/01/2019;R$ 185,00;2;1
1160;16/11/2018;R$ 185,00;2;1
1160;15/10/2018;R$ 185,00;2;1
1161;12/01/2019;R$ 1197,00;4;3
1161;13/03/2018;R$ 399,00;4;1
1161;12/10/2017;R$ 399,00;4;1
1161;13/11/2017;R$ 399,00;4;1
1161;13/05/2019;R$ 399,00;4;1
1161;12/01/2017;R$ 1197,00;4;3
1161;11/12/2017;R$ 1197,00;4;3
1161;11/08/2018;R$ 399,00;4;1
1161;13/04/2017;R$ 2394,00;4;6
1161;11/10/2018;R$ 399,00;4;1
1161;12/10/2016;R$ 399,00;4;1
1161;11/05/2018;R$ 1197,00;4;3
1161;12/07/2019;R$ 1197,00;4;3
1161;13/12/2018;R$ 399,00;4;1
1161;11/09/2018;R$ 399,00;4;1
1161;12/09/2016;R$ 399,00;4;1
1161;13/11/2018;R$ 399,00;4;1
1161;12/12/2016;R$ 399,00;4;1
1161;12/04/2018;R$ 399,00;4;1
1161;11/06/2019;R$ 399,00;4;1
1161;11/04/2019;R$ 399,00;4;1
1162;20/05/2017;R$ 250,00;3;1
1162;21/10/2017;R$ 750,00;3;3
1162;19/07/2019;R$ 250,00;3;1
1162;21/01/2018;R$ 750,00;3;3
1162;20/07/2018;R$ 1500,00;3;6
1162;19/04/2017;R$ 250,00;3;1
1162;18/09/2016;R$ 250,00;3;1
1162;17/06/2018;R$ 250,00;3;1
1162;19/09/2017;R$ 250,00;3;1
1162;19/12/2016;R$ 250,00;3;1
1162;19/04/2018;R$ 250,00;3;1
1162;18/05/2019;R$ 250,00;3;1
1162;28/03/2017;R$ 185,00;2;1
1162;17/01/2019;R$ 250,00;3;1
1162;18/02/2017;R$ 250,00;3;1
1162;17/03/2019;R$ 250,00;3;1
1162;18/04/2019;R$ 250,00;3;1
1162;19/02/2019;R$ 250,00;3;1
1162;17/08/2017;R$ 250,00;3;1
1162;17/11/2016;R$ 250,00;3;1
1162;17/05/2018;R$ 250,00;3;1
1162;19/06/2019;R$ 250,00;3;1
1163;02/08/2017;R$ 100,00;1;1
1163;02/10/2017;R$ 100,00;1;1
1163;01/11/2017;R$ 100,00;1;1
1163;02/12/2016;R$ 100,00;1;1
1163;01/02/2017;R$ 100,00;1;1
1163;03/09/2018;R$ 300,00;1;3
1163;02/01/2019;R$ 600,00;1;6
1163;03/01/2018;R$ 100,00;1;1
1163;02/06/2017;R$ 100,00;1;1
1163;01/09/2017;R$ 100,00;1;1
1163;01/06/2018;R$ 100,00;1;1
1163;03/04/2017;R$ 100,00;1;1
1163;02/07/2018;R$ 100,00;1;1
1163;02/02/2018;R$ 300,00;1;3
1163;03/03/2017;R$ 100,00;1;1
1163;02/01/2017;R$ 100,00;1;1
1163;02/11/2016;R$ 100,00;1;1
1163;02/08/2018;R$ 100,00;1;1
1163;03/07/2019;R$ 100,00;1;1
1163;02/05/2018;R$ 100,00;1;1
1163;03/07/2017;R$ 100,00;1;1
1163;03/10/2016;R$ 100,00;1;1
1164;01/12/2018;R$ 300,00;1;3
1164;01/10/2016;R$ 100,00;1;1
1164;01/05/2018;R$ 600,00;1;6
1164;01/09/2017;R$ 600,00;1;6
1164;01/04/2017;R$ 100,00;1;1
1164;01/05/2017;R$ 100,00;1;1
1164;01/05/2019;R$ 100,00;1;1
1164;01/07/2017;R$ 100,00;1;1
1164;01/07/2019;R$ 100,00;1;1
1164;01/06/2019;R$ 100,00;1;1
1164;01/12/2016;R$ 300,00;1;3
1164;01/09/2016;R$ 100,00;1;1
1164;01/08/2017;R$ 100,00;1;1
1164;01/11/2016;R$ 100,00;1;1
1164;10/04/2019;R$ 250,00;3;1
1164;01/03/2017;R$ 100,00;1;1
1164;01/11/2018;R$ 100,00;1;1
1164;01/06/2017;R$ 100,00;1;1
1165;07/06/2018;R$ 2394,00;4;6
1165;06/02/2017;R$ 1197,00;4;3
1165;07/01/2019;R$ 399,00;4;1
1165;05/09/2016;R$ 399,00;4;1
1165;06/07/2017;R$ 1197,00;4;3
1165;04/02/2019;R$ 399,00;4;1
1165;04/02/2018;R$ 399,00;4;1
1165;04/04/2018;R$ 399,00;4;1
1165;04/05/2018;R$ 399,00;4;1
1165;05/01/2018;R$ 399,00;4;1
1165;06/11/2016;R$ 1197,00;4;3
1165;06/04/2019;R$ 1197,00;4;3
1165;04/03/2019;R$ 399,00;4;1
1165;06/12/2018;R$ 399,00;4;1
1165;04/06/2017;R$ 399,00;4;1
1165;06/12/2017;R$ 399,00;4;1
1165;05/10/2017;R$ 399,00;4;1
1165;05/10/2016;R$ 399,00;4;1
1165;06/05/2017;R$ 399,00;4;1
1165;05/07/2019;R$ 399,00;4;1
1165;06/03/2018;R$ 399,00;4;1
1165;04/11/2017;R$ 399,00;4;1
1166;22/10/2017;R$ 300,00;1;3
1166;22/01/2019;R$ 100,00;1;1
1166;22/04/2017;R$ 600,00;1;6
1166;22/01/2017;R$ 300,00;1;3
1166;22/09/2018;R$ 100,00;1;1
1166;22/03/2019;R$ 300,00;1;3
1166;22/03/2018;R$ 100,00;1;1
1166;22/02/2019;R$ 100,00;1;1
1166;21/08/2018;R$ 100,00;1;1
1166;22/01/2018;R$ 100,00;1;1
1166;17/07/2019;R$ 399,00;4;1
1166;22/10/2018;R$ 100,00;1;1
1166;23/09/2016;R$ 100,00;1;1
1166;22/05/2018;R$ 300,00;1;3
1166;23/12/2016;R$ 100,00;1;1
1166;24/11/2018;R$ 100,00;1;1
1166;22/06/2019;R$ 100,00;1;1
1166;22/11/2016;R$ 100,00;1;1
1167;23/03/2017;R$ 2394,00;4;6
1167;24/03/2019;R$ 399,00;4;1
1167;22/12/2018;R$ 1197,00;4;3
1167;22/09/2018;R$ 399,00;4;1
1167;24/11/2018;R$ 399,00;4;1
1167;24/02/2018;R$ 399,00;4;1
1167;24/11/2016;R$ 1197,00;4;3
1167;25/06/2019;R$ 399,00;4;1
1167;24/04/2019;R$ 399,00;4;1
1167;25/11/2017;R$ 399,00;4;1
1167;25/05/2019;R$ 399,00;4;1
1167;23/02/2017;R$ 399,00;4;1
1167;25/06/2018;R$ 399,00;4;1
1167;23/07/2019;R$ 399,00;4;1
1167;25/08/2018;R$ 399,00;4;1
1167;23/05/2018;R$ 399,00;4;1
1167;24/01/2018;R$ 399,00;4;1
1167;23/09/2016;R$ 399,00;4;1
1167;22/07/2018;R$ 399,00;4;1
1167;24/10/2016;R$ 399,00;4;1
1167;23/09/2017;R$ 399,00;4;1
1167;22/12/2017;R$ 399,00;4;1
1167;23/10/2017;R$ 399,00;4;1
1168;23/05/2019;R$ 250,00;3;1
1168;24/04/2018;R$ 250,00;3;1
1168;23/11/2016;R$ 750,00;3;3
1168;24/11/2018;R$ 250,00;3;1
1168;23/06/2017;R$ 1500,00;3;6
1168;23/08/2018;R$ 250,00;3;1
1168;23/06/2019;R$ 250,00;3;1
1168;22/04/2017;R$ 250,00;3;1
1168;22/09/2016;R$ 250,00;3;1
1168;22/01/2019;R$ 750,00;3;3
1168;21/07/2018;R$ 250,00;3;1
1168;23/02/2018;R$ 250,00;3;1
1168;22/01/2018;R$ 250,00;3;1
1168;21/09/2018;R$ 250,00;3;1
1168;23/05/2018;R$ 250,00;3;1
1168;22/10/2016;R$ 250,00;3;1
1168;22/02/2017;R$ 250,00;3;1
1168;22/07/2019;R$ 250,00;3;1
1168;22/12/2017;R$ 250,00;3;1
1168;21/05/2017;R$ 250,00;3;1
1168;22/03/2018;R$ 250,00;3;1
1168;22/12/2018;R$ 250,00;3;1
1168;21/04/2019;R$ 250,00;3;1
1168;22/10/2018;R$ 250,00;3;1
1168;22/06/2018;R$ 250,00;3;1
1169;08/06/2019;R$ 555,00;2;3
1169;09/10/2016;R$ 185,00;2;1
1169;09/03/2018;R$ 185,00;2;1
1169;10/12/2016;R$ 555,00;2;3
1169;09/11/2018;R$ 1110,00;2;6
1169;09/08/2018;R$ 555,00;2;3
1169;10/06/2018;R$ 185,00;2;1
1169;08/03/2017;R$ 1110,00;2;6
1169;09/04/2018;R$ 185,00;2;1
1169;10/10/2017;R$ 185,00;2;1
1169;09/12/2017;R$ 185,00;2;1
1169;08/05/2018;R$ 185,00;2;1
1169;10/09/2016;R$ 185,00;2;1
1169;11/02/2018;R$ 185,00;2;1
1169;11/07/2018;R$ 185,00;2;1
1169;11/09/2017;R$ 185,00;2;1
1169;10/11/2016;R$ 185,00;2;1
1169;09/01/2018;R$ 185,00;2;1
1169;10/11/2017;R$ 185,00;2;1
1170;25/11/2017;R$ 100,00;1;1
1170;25/02/2017;R$ 100,00;1;1
1170;26/03/2018;R$ 600,00;1;6
1170;26/03/2019;R$ 100,00;1;1
1170;26/10/2017;R$ 100,00;1;1
1170;26/06/2017;R$ 300,00;1;3
1170;26/10/2018;R$ 100,00;1;1
1170;26/06/2019;R$ 100,00;1;1
1170;25/01/2018;R$ 100,00;1;1
1170;24/04/2017;R$ 100,00;1;1
1170;24/11/2016;R$ 300,00;1;3
1170;25/03/2017;R$ 100,00;1;1
1170;25/09/2017;R$ 100,00;1;1
1170;25/12/2017;R$ 100,00;1;1
1170;24/11/2018;R$ 100,00;1;1
1170;25/09/2016;R$ 100,00;1;1
1170;25/09/2018;R$ 100,00;1;1
1170;25/10/2016;R$ 100,00;1;1
1170;26/04/2019;R$ 100,00;1;1
1170;25/05/2017;R$ 100,00;1;1
1170;25/01/2019;R$ 100,00;1;1
1171;04/03/2017;R$ 100,00;1;1
1171;05/06/2019;R$ 100,00;1;1
1171;05/05/2019;R$ 100,00;1;1
1171;05/12/2018;R$ 100,00;1;1
1171;04/09/2017;R$ 600,00;1;6
1171;05/03/2018;R$ 600,00;1;6
1171;04/09/2018;R$ 100,00;1;1
1171;04/01/2017;R$ 100,00;1;1
1171;03/12/2016;R$ 100,00;1;1
1171;02/02/2019;R$ 100,00;1;1
1171;02/08/2017;R$ 100,00;1;1
1171;02/04/2017;R$ 300,00;1;3
1171;03/10/2016;R$ 100,00;1;1
1171;02/01/2019;R$ 100,00;1;1
1171;02/07/2017;R$ 100,00;1;1
1171;03/11/2016;R$ 100,00;1;1
1171;04/09/2016;R$ 100,00;1;1
1171;05/04/2019;R$ 100,00;1;1
1171;03/10/2018;R$ 100,00;1;1
1171;03/02/2017;R$ 100,00;1;1
1171;03/07/2019;R$ 100,00;1;1
1171;04/03/2019;R$ 100,00;1;1
1171;03/11/2018;R$ 100,00;1;1
1172;25/10/2017;R$ 185,00;2;1
1172;25/11/2017;R$ 185,00;2;1
1172;26/01/2018;R$ 555,00;2;3
1172;24/04/2018;R$ 1110,00;2;6
1172;25/04/2017;R$ 1110,00;2;6
1172;25/06/2019;R$ 185,00;2;1
1172;24/12/2018;R$ 1110,00;2;6
1172;25/12/2016;R$ 185,00;2;1
1172;24/09/2016;R$ 185,00;2;1
1172;24/10/2016;R$ 185,00;2;1
1172;25/11/2018;R$ 185,00;2;1
1172;25/07/2019;R$ 185,00;2;1
1172;23/03/2017;R$ 185,00;2;1
1172;23/12/2017;R$ 185,00;2;1
1172;23/11/2016;R$ 185,00;2;1
1172;23/02/2017;R$ 185,00;2;1
1172;24/10/2018;R$ 185,00;2;1
1172;23/01/2017;R$ 185,00;2;1
1173;21/12/2018;R$ 750,00;3;3
1173;22/05/2017;R$ 1500,00;3;6
1173;21/05/2018;R$ 1500,00;3;6
1173;21/04/2019;R$ 750,00;3;3
1173;23/07/2019;R$ 1500,00;3;6
1173;21/12/2017;R$ 250,00;3;1
1173;21/01/2018;R$ 750,00;3;3
1173;23/04/2018;R$ 250,00;3;1
1173;23/01/2017;R$ 750,00;3;3
1173;22/03/2019;R$ 250,00;3;1
1173;24/10/2016;R$ 250,00;3;1
1173;25/11/2016;R$ 250,00;3;1
1173;25/09/2016;R$ 250,00;3;1
1173;25/11/2017;R$ 250,00;3;1
1174;07/02/2019;R$ 555,00;2;3
1174;06/04/2017;R$ 185,00;2;1
1174;07/07/2017;R$ 1110,00;2;6
1174;07/10/2018;R$ 185,00;2;1
1174;06/11/2018;R$ 555,00;2;3
1174;05/02/2018;R$ 185,00;2;1
1174;05/12/2016;R$ 555,00;2;3
1174;04/06/2019;R$ 1110,00;2;6
1174;05/06/2018;R$ 555,00;2;3
1174;05/03/2018;R$ 555,00;2;3
1174;06/05/2017;R$ 185,00;2;1
1174;06/09/2018;R$ 185,00;2;1
1174;06/01/2018;R$ 185,00;2;1
1174;06/11/2016;R$ 185,00;2;1
1174;07/05/2019;R$ 185,00;2;1
1174;17/09/2016;R$ 100,00;1;1
1174;16/06/2017;R$ 100,00;1;1
1174;18/03/2017;R$ 100,00;1;1
1174;16/10/2016;R$ 100,00;1;1
1175;14/11/2017;R$ 185,00;2;1
1175;13/04/2019;R$ 1110,00;2;6
1175;15/08/2017;R$ 185,00;2;1
1175;14/01/2019;R$ 185,00;2;1
1175;15/02/2018;R$ 1110,00;2;6
1175;15/08/2018;R$ 185,00;2;1
1175;14/12/2016;R$ 555,00;2;3
1175;13/10/2017;R$ 185,00;2;1
1175;14/09/2016;R$ 185,00;2;1
1175;11/02/2019;R$ 399,00;4;1
1175;13/03/2019;R$ 185,00;2;1
1175;14/04/2017;R$ 555,00;2;3
1175;14/09/2018;R$ 555,00;2;3
1175;14/10/2016;R$ 185,00;2;1
1175;14/01/2018;R$ 185,00;2;1
1175;14/09/2017;R$ 185,00;2;1
1175;15/11/2016;R$ 185,00;2;1
1175;14/07/2017;R$ 185,00;2;1
1175;13/12/2017;R$ 185,00;2;1
1175;15/03/2017;R$ 185,00;2;1
1176;16/07/2018;R$ 399,00;4;1
1176;17/09/2018;R$ 399,00;4;1
1176;17/12/2018;R$ 399,00;4;1
1176;15/09/2017;R$ 2394,00;4;6
1176;14/01/2017;R$ 1197,00;4;3
1176;15/04/2018;R$ 1197,00;4;3
1176;13/05/2017;R$ 1197,00;4;3
1176;14/04/2019;R$ 1197,00;4;3
1176;15/08/2018;R$ 399,00;4;1
1176;13/03/2018;R$ 399,00;4;1
1176;13/07/2019;R$ 2394,00;4;6
1176;14/09/2016;R$ 399,00;4;1
1176;13/11/2018;R$ 399,00;4;1
1176;14/11/2016;R$ 399,00;4;1
1176;14/01/2019;R$ 399,00;4;1
1176;15/02/2019;R$ 399,00;4;1
1176;20/08/2017;R$ 250,00;3;1
1176;13/12/2016;R$ 399,00;4;1
1176;15/04/2017;R$ 399,00;4;1
1176;15/10/2016;R$ 399,00;4;1
1176;13/03/2019;R$ 399,00;4;1
1177;06/01/2017;R$ 185,00;2;1
1177;06/06/2018;R$ 1110,00;2;6
1177;07/09/2016;R$ 185,00;2;1
1177;07/02/2019;R$ 555,00;2;3
1177;08/05/2017;R$ 185,00;2;1
1177;08/02/2018;R$ 555,00;2;3
1177;06/01/2019;R$ 185,00;2;1
1177;07/06/2019;R$ 185,00;2;1
1177;08/12/2017;R$ 185,00;2;1
1177;06/12/2016;R$ 185,00;2;1
1177;06/09/2017;R$ 555,00;2;3
1177;06/08/2017;R$ 185,00;2;1
1177;08/07/2019;R$ 185,00;2;1
1177;06/06/2017;R$ 185,00;2;1
1177;07/02/2017;R$ 555,00;2;3
1177;07/01/2018;R$ 185,00;2;1
1177;07/12/2018;R$ 185,00;2;1
1177;06/10/2016;R$ 185,00;2;1
1177;07/07/2017;R$ 185,00;2;1
1177;06/11/2016;R$ 185,00;2;1
1178;01/07/2019;R$ 1500,00;3;6
1178;01/07/2018;R$ 750,00;3;3
1178;01/03/2017;R$ 750,00;3;3
1178;01/11/2017;R$ 1500,00;3;6
1178;01/12/2016;R$ 750,00;3;3
1178;01/09/2016;R$ 250,00;3;1
1178;01/10/2018;R$ 1500,00;3;6
1178;01/05/2019;R$ 250,00;3;1
1178;01/06/2017;R$ 250,00;3;1
1178;01/10/2016;R$ 250,00;3;1
1178;01/06/2018;R$ 250,00;3;1
1178;01/04/2019;R$ 250,00;3;1
1178;01/07/2017;R$ 250,00;3;1
1178;01/08/2017;R$ 750,00;3;3
1179;03/05/2019;R$ 750,00;3;3
1179;02/11/2017;R$ 750,00;3;3
1179;02/10/2018;R$ 250,00;3;1
1179;01/02/2017;R$ 250,00;3;1
1179;01/08/2017;R$ 250,00;3;1
1179;01/04/2018;R$ 250,00;3;1
1179;01/12/2016;R$ 250,00;3;1
1179;01/05/2017;R$ 750,00;3;3
1179;01/11/2018;R$ 1500,00;3;6
1179;01/01/2017;R$ 250,00;3;1
1179;01/07/2018;R$ 250,00;3;1
1179;01/03/2017;R$ 250,00;3;1
1179;01/09/2016;R$ 250,00;3;1
1179;01/09/2017;R$ 250,00;3;1
1179;01/11/2016;R$ 250,00;3;1
1179;01/09/2018;R$ 250,00;3;1
1179;01/03/2018;R$ 250,00;3;1
1179;01/08/2018;R$ 250,00;3;1
1179;01/06/2018;R$ 250,00;3;1
1179;01/02/2018;R$ 250,00;3;1
1180;13/08/2017;R$ 1500,00;3;6
1180;13/07/2017;R$ 250,00;3;1
1180;12/04/2019;R$ 750,00;3;3
1180;12/07/2019;R$ 1500,00;3;6
1180;14/03/2019;R$ 250,00;3;1
1180;12/07/2018;R$ 750,00;3;3
1180;12/02/2019;R$ 250,00;3;1
1180;12/09/2016;R$ 250,00;3;1
1180;12/06/2018;R$ 250,00;3;1
1180;11/04/2017;R$ 250,00;3;1
1180;11/03/2018;R$ 250,00;3;1
1180;11/10/2018;R$ 750,00;3;3
1180;12/02/2017;R$ 250,00;3;1
1180;13/04/2018;R$ 250,00;3;1
1180;12/05/2017;R$ 250,00;3;1
1180;13/02/2018;R$ 250,00;3;1
1180;11/11/2016;R$ 750,00;3;3
1180;12/03/2017;R$ 250,00;3;1
1180;13/01/2019;R$ 250,00;3;1
1180;13/10/2016;R$ 250,00;3;1
1181;16/03/2018;R$ 1197,00;4;3
1181;15/03/2017;R$ 399,00;4;1
1181;14/06/2018;R$ 1197,00;4;3
1181;16/11/2018;R$ 1197,00;4;3
1181;15/10/2017;R$ 1197,00;4;3
1181;14/02/2019;R$ 1197,00;4;3
1181;15/01/2017;R$ 399,00;4;1
1181;14/05/2019;R$ 2394,00;4;6
1181;14/10/2016;R$ 399,00;4;1
1181;14/09/2017;R$ 399,00;4;1
1181;14/10/2018;R$ 399,00;4;1
1181;15/01/2018;R$ 399,00;4;1
1181;14/12/2016;R$ 399,00;4;1
1181;04/09/2016;R$ 250,00;3;1
1181;03/06/2017;R$ 750,00;3;3
1181;05/04/2017;R$ 250,00;3;1
1181;03/05/2017;R$ 250,00;3;1
1181;05/09/2018;R$ 250,00;3;1
1182;07/08/2017;R$ 100,00;1;1
1182;07/09/2017;R$ 100,00;1;1
1182;08/05/2017;R$ 300,00;1;3
1182;09/04/2018;R$ 100,00;1;1
1182;09/10/2017;R$ 600,00;1;6
1182;09/06/2019;R$ 100,00;1;1
1182;07/06/2018;R$ 300,00;1;3
1182;08/02/2017;R$ 100,00;1;1
1182;08/04/2019;R$ 100,00;1;1
1182;07/10/2016;R$ 100,00;1;1
1182;06/01/2019;R$ 100,00;1;1
1182;07/12/2018;R$ 100,00;1;1
1182;08/11/2016;R$ 300,00;1;3
1182;07/07/2019;R$ 100,00;1;1
1182;08/03/2017;R$ 100,00;1;1
1182;07/05/2018;R$ 100,00;1;1
1182;08/02/2019;R$ 100,00;1;1
1182;08/09/2018;R$ 300,00;1;3
1182;08/03/2019;R$ 100,00;1;1
1182;07/09/2016;R$ 100,00;1;1
1182;08/05/2019;R$ 100,00;1;1
1182;08/04/2017;R$ 100,00;1;1
1183;28/09/2018;R$ 750,00;3;3
1183;28/03/2018;R$ 1500,00;3;6
1183;28/12/2016;R$ 250,00;3;1
1183;28/08/2017;R$ 750,00;3;3
1183;28/12/2018;R$ 1500,00;3;6
1183;28/12/2017;R$ 750,00;3;3
1183;28/05/2017;R$ 750,00;3;3
1183;28/06/2019;R$ 1500,00;3;6
1183;28/01/2017;R$ 750,00;3;3
1183;28/04/2017;R$ 250,00;3;1
1183;28/10/2016;R$ 250,00;3;1
1184;21/07/2019;R$ 185,00;2;1
1185;08/08/2018;R$ 1110,00;2;6
1185;08/08/2017;R$ 1110,00;2;6
1185;08/04/2019;R$ 1110,00;2;6
1185;07/12/2016;R$ 555,00;2;3
1185;08/03/2018;R$ 185,00;2;1
1185;06/04/2017;R$ 555,00;2;3
1185;07/06/2018;R$ 185,00;2;1
1185;07/03/2019;R$ 185,00;2;1
1185;07/10/2016;R$ 185,00;2;1
1185;06/07/2018;R$ 185,00;2;1
1185;06/04/2018;R$ 185,00;2;1
1185;07/02/2018;R$ 185,00;2;1
1185;07/02/2019;R$ 185,00;2;1
1185;06/07/2017;R$ 185,00;2;1
1185;06/03/2017;R$ 185,00;2;1
1185;06/11/2016;R$ 185,00;2;1
1186;18/06/2019;R$ 300,00;1;3
1186;19/05/2018;R$ 100,00;1;1
1186;19/04/2019;R$ 100,00;1;1
1186;18/01/2018;R$ 100,00;1;1
1186;19/01/2017;R$ 100,00;1;1
1186;20/07/2018;R$ 300,00;1;3
1186;18/03/2017;R$ 100,00;1;1
1186;18/08/2017;R$ 100,00;1;1
1186;18/05/2019;R$ 100,00;1;1
1186;20/12/2017;R$ 100,00;1;1
1186;18/09/2017;R$ 100,00;1;1
1186;18/04/2017;R$ 100,00;1;1
1186;18/06/2017;R$ 100,00;1;1
1186;19/11/2018;R$ 100,00;1;1
1186;19/06/2018;R$ 100,00;1;1
1186;20/10/2016;R$ 100,00;1;1
1186;20/07/2017;R$ 100,00;1;1
1186;21/01/2019;R$ 100,00;1;1
1186;20/10/2018;R$ 100,00;1;1
1186;20/02/2019;R$ 100,00;1;1
